Classement de fréquence,Lexème,Orthographe standard (dans les journaux),Lecture standard (en Hiragana),Nature
73941,詭道,＊,きどう,名詞-普通名詞-一般
73941,誣告,#N/D,,名詞-普通名詞-サ変可能
73941,踪跡,＊,そうせき,名詞-普通名詞-一般
73941,あずち,的山,あずち,名詞-普通名詞-一般
73941,パン■pan（撮影技法）,パン,ぱん,名詞-普通名詞-サ変可能
73941,ポリスチレン,ポリスチレン,ぽりすちれん,名詞-普通名詞-一般
73941,ワオ,ワオ,,名詞-普通名詞-一般
73941,雲量,雲量,うんりょう,名詞-普通名詞-一般
73941,卸屋,#N/D,,名詞-普通名詞-一般
73941,拐,拐,,名詞-普通名詞-一般
73941,学帽,学帽,がくぼう,名詞-普通名詞-一般
73941,県側,#N/D,,名詞-普通名詞-一般
73941,砂層,砂層,さそう,名詞-普通名詞-一般
73941,水堀,#N/D,,名詞-普通名詞-一般
73941,閃,閃,せん,接頭辞
73941,池側,池川,いけがわ,名詞-普通名詞-一般
73941,注排水,#N/D,,名詞-普通名詞-一般
73941,途切れ,と切れ,とぎれ,名詞-普通名詞-一般
73941,難燃,難燃,なんねん,名詞-普通名詞-一般
73941,斑晶,斑晶,はんしょう,名詞-普通名詞-一般
73941,副砲,#N/D,,名詞-普通名詞-一般
73941,防雪,防雪,ぼうせつ,名詞-普通名詞-一般
73941,面部,面部,めんぶ,名詞-普通名詞-一般
73941,来復,#N/D,,名詞-普通名詞-一般
73941,履帯,りたい,りたい,名詞-普通名詞-一般
73941,陸塊,陸塊,りくかい,名詞-普通名詞-一般
73941,配り歩く,#N/D,,動詞-一般
73941,読み捨てる,読み捨てる,よみすてる,動詞-一般
73941,枯れ上がる,#N/D,,動詞-一般
73941,伸し上げる,のし上げる,のしあげる,動詞-一般
73941,緘する,関する,かんする,動詞-一般
73941,貸し渋る,#N/D,,動詞-一般
73941,買い支える,買い支える,かいささえる,動詞-一般
73941,績む,生む,うむ,動詞-一般
73941,打ち沈む,打ち沈む,うちしずむ,動詞-一般
73941,伝え残す,#N/D,,動詞-一般
73941,嘲り笑う,#N/D,,動詞-一般
73941,喜び歌う,#N/D,,動詞-一般
73941,生かし合う,#N/D,,動詞-一般
73941,歌い収める,#N/D,,動詞-一般
73941,繋ぎ合う,つなぎ合う,つなぎあう,動詞-一般
73941,散り敷く,散り敷く,ちりしく,動詞-一般
73941,吹き落とす,吹き落とす,ふきおとす,動詞-一般
73941,生まれ出でる,#N/D,,動詞-一般
73941,打ち折る,#N/D,,動詞-一般
73941,張り回す,張り回す,はりまわす,動詞-一般
73941,乱れ散る,#N/D,,動詞-一般
73941,払い渡す,#N/D,,動詞-一般
73941,養い育てる,養い育てる,やしないそだてる,動詞-一般
73941,差し渡す,さし渡す,さしわたす,動詞-一般
73941,持ち来たす,#N/D,,動詞-一般
73941,上す,上す,のぼす,動詞-一般
73941,清まる,喜代丸,きよまる,動詞-一般
73941,生み成す,#N/D,,動詞-一般
73941,走り読む,#N/D,,動詞-一般
73941,曝ける,さらける,さらける,動詞-一般
73941,萌え出でる,#N/D,,動詞-一般
73941,湧き出でる,#N/D,,動詞-一般
73941,擦り付く,#N/D,,動詞-一般
73941,履き古す,履き古す,はきふるす,動詞-一般
82574,がたつく,がたつく,がたつく,動詞-一般
82574,ずるける,ずるける,ずるける,動詞-一般
82574,はだかる,はだかる,はだかる,動詞-一般
82574,パニクる,#N/D,,動詞-一般
82574,ぶん回す,#N/D,,動詞-一般
82574,扱ぐ,こぐ,こぐ,動詞-一般
82574,吸わす,吸わす,すわす,動詞-一般
82574,計り直す,#N/D,,動詞-一般
82574,呼び習わす,呼び習わす,よびならわす,動詞-一般
82574,差し違える,刺し違える,さしちがえる,動詞-一般
82574,湿らす,湿らす,しめらす,動詞-一般
82574,振り飛ばす,振り飛ばす,ふりとばす,動詞-一般
82574,煎り付ける,炒りつける,いりつける,動詞-一般
82574,脱ぎ散らす,脱ぎ散らす,ぬぎちらす,動詞-一般
82574,爪立てる,#N/D,,動詞-一般
82574,凍みる,しみる,しみる,動詞-一般
82574,突き合わす,つきあわす,つきあわす,動詞-一般
82574,入れ足す,#N/D,,動詞-一般
82574,捻り殺す,#N/D,,動詞-一般
82574,飛び散らす,#N/D,,動詞-一般
82574,暴れ狂う,#N/D,,動詞-一般
82574,目盛る,メモる,めもる,動詞-一般
82574,悶え喘ぐ,#N/D,,動詞-一般
82574,遊び倒す,#N/D,,動詞-一般
82574,轢き潰す,#N/D,,動詞-一般
82574,黒める,#N/D,,動詞-一般
82574,売り急ぐ,売り急ぐ,うりいそぐ,動詞-一般
82574,ちゃらける,#N/D,,動詞-一般
82574,引き割る,#N/D,,動詞-一般
82574,映ろう,移ろう,うつろう,動詞-一般
82574,寂する,寂する,じゃくする,動詞-一般
82574,拭き落とす,吹き落とす,ふきおとす,動詞-一般
82574,染め直す,染め直す,そめなおす,動詞-一般
82574,決め直す,決め直す,きめなおす,動詞-一般
82574,仕切り直す,仕切り直す,しきりなおす,動詞-一般
82574,買い溜める,#N/D,,動詞-一般
82574,負かせる,任せる,まかせる,動詞-一般
82574,掛け回す,#N/D,,動詞-一般
82574,簸る,昼,ひる,動詞-一般
82574,固まり掛ける,#N/D,,動詞-一般
82574,使い倒す,#N/D,,動詞-一般
82574,言い違える,言い違える,いいちがえる,動詞-一般
82574,差し出だす,#N/D,,動詞-一般
82574,駄弁る,だべる,だべる,動詞-一般
82574,売り叩く,売りたたく,うりたたく,動詞-一般
82574,高め合う,#N/D,,動詞-一般
82574,問い合わす,問い合わす,といあわす,動詞-一般
82574,為済ます,#N/D,,動詞-一般
82574,縁付ける,縁づける,えんづける,動詞-一般
82574,押っ魂消る,#N/D,,動詞-一般
82574,掛け並べる,#N/D,,動詞-一般
82574,巻き替える,巻きかえる,まきかえる,動詞-一般
82574,泣き咽ぶ,#N/D,,動詞-一般
82574,驚き怒る,#N/D,,動詞-一般
82574,群がり寄る,#N/D,,動詞-一般
82574,呼び慣らす,#N/D,,動詞-一般
82574,呼び上げる,呼び上げる,よびあげる,動詞-一般
82574,跨ぎ越す,#N/D,,動詞-一般
82574,荒立つ,#N/D,,動詞-一般
82574,差し上る,#N/D,,動詞-一般
82574,残し置く,#N/D,,動詞-一般
82574,耳立つ,#N/D,,動詞-一般
82574,射立てる,#N/D,,動詞-一般
82574,取り拉ぐ,とりひしぐ,とりひしぐ,動詞-一般
82574,守り継ぐ,#N/D,,動詞-一般
82574,住み成す,住みなす,すみなす,動詞-一般
82574,煙い,煙い,けむい,形容詞-一般
82574,打ち消し,打ち消し,うちけし,名詞-普通名詞-一般
82574,かたこと,片言,かたこと,副詞
82574,マイクロホン,マイクロホン,まいくろほん,名詞-普通名詞-一般
82574,ａｒｅ,are,,名詞-普通名詞-一般
82574,ｂａｒｂｅｒ,barber,,名詞-普通名詞-一般
82574,ｃｈａｓｓｅ,chasse,,名詞-普通名詞-一般
82574,ｆｉｌｌｅｓ,filles,,名詞-普通名詞-一般
82574,ｉｌｌｕｓｉｏｎ,illusion,,名詞-普通名詞-一般
82574,ｎｅａｌ,neal,,名詞-普通名詞-一般
82574,ｐｉｌｏｔ,pilot,,名詞-普通名詞-一般
82574,ｐｒｏｆｅｓｓｉｏｎ,profession,,名詞-普通名詞-一般
82574,ｓｔａｎｄｉｎｇ,standing,,名詞-普通名詞-一般
82574,イッチ,イッチ,,名詞-普通名詞-一般
82574,インビテーション,インビテーション,いんびてーしょん,名詞-普通名詞-一般
82574,ウインター,ウインター,ういんたー,名詞-普通名詞-一般
82574,エンサイクロペディア,エンサイクロペディア,えんさいくろぺでぃあ,名詞-普通名詞-一般
82574,オーガナイズ,オーガナイズ,,名詞-普通名詞-サ変可能
82574,カキクケコ,カキクケコ,,名詞-普通名詞-一般
82574,ギゾー,ギゾー,,名詞-普通名詞-一般
82574,ギンギラギン,ギンギラギン,,名詞-普通名詞-一般
82574,ゲサ,ゲサ,,名詞-普通名詞-一般
82574,スケープ,スケープ,,名詞-普通名詞-サ変可能
82574,チャランポラン,チャランポラン,,名詞-普通名詞-一般
82574,ドキュメンテーション,ドキュメンテーション,どきゅめんてーしょん,名詞-普通名詞-一般
82574,ニテ,ニテ,,名詞-普通名詞-一般
82574,パセティック,パセティック,ぱせてぃっく,形状詞-一般
82574,ビーフン,ビーフン,びーふん,名詞-普通名詞-一般
82574,フランセ,フランセ,ふらんせ,名詞-普通名詞-一般
82574,プリズナー,プリズナー,,名詞-普通名詞-一般
82574,ブロードキャスト,ブロードキャスト,ぶろーどきゃすと,名詞-普通名詞-サ変可能
82574,ヘンナ,ヘンナ,,名詞-普通名詞-一般
82574,モノタイプ,モノタイプ,ものたいぷ,名詞-普通名詞-一般
82574,ユーモレスク,ユーモレスク,ゆーもれすく,名詞-普通名詞-一般
82574,ラウドスピーカー,ラウドスピーカー,らうどすぴーかー,名詞-普通名詞-一般
82574,ランプシェード,ランプシェード,らんぷしぇーど,名詞-普通名詞-一般
82574,リューマン,リューマン,,名詞-普通名詞-一般
82574,圧し合い,へしあい,へしあい,名詞-普通名詞-一般
82574,殴殺,殴殺,おうさつ,名詞-普通名詞-サ変可能
82574,織り上がる,織り上がる,おりあがる,動詞-一般
82574,鬼国,鬼国,きこく,名詞-普通名詞-一般
82574,魚族,魚族,ぎょぞく,名詞-普通名詞-一般
82574,教程,教程,きょうてい,名詞-普通名詞-一般
82574,研ぎ出し,研ぎ出し,とぎだし,名詞-普通名詞-一般
82574,現当,現当,げんとう,名詞-普通名詞-一般
82574,食い残す,#N/D,,動詞-一般
82574,紅涙,紅涙,こうるい,名詞-普通名詞-一般
82574,振り放く,#N/D,,動詞-一般
82574,際会,際会,さいかい,名詞-普通名詞-サ変可能
82574,作話,#N/D,,名詞-普通名詞-一般
82574,蛇身,蛇身,じゃしん,名詞-普通名詞-一般
82574,蛇蜻蛉,ヘビトンボ,へびとんぼ,名詞-普通名詞-一般
82574,主我,しゅが,しゅが,名詞-普通名詞-一般
82574,振り放つ,#N/D,,動詞-一般
82574,星林,星林,せいりん,名詞-普通名詞-一般
82574,舌禍,舌禍,ぜっか,名詞-普通名詞-一般
82574,騒がせ,騒がせ,さわがせ,名詞-普通名詞-一般
82574,速急,速急,そっきゅう,形状詞-一般
82574,揃い物,#N/D,,名詞-普通名詞-一般
82574,申し聞ける,#N/D,,動詞-一般
82574,題号,題号,だいごう,名詞-普通名詞-一般
82574,段通,だんつう,だんつう,名詞-普通名詞-一般
82574,男権,#N/D,,名詞-普通名詞-一般
82574,朝な朝な,朝な朝な,あさなあさな,副詞
82574,珍話,#N/D,,名詞-普通名詞-一般
82574,冬晴れ,#N/D,,名詞-普通名詞-一般
82574,独擅,独擅,どくせん,名詞-普通名詞-一般
82574,俳聖,俳聖,はいせい,名詞-普通名詞-一般
82574,背泳,背泳,はいえい,名詞-普通名詞-一般
82574,夫無し,#N/D,,名詞-普通名詞-一般
82574,生まれ合わせる,生まれ合わせる,うまれあわせる,動詞-一般
82574,養毛,養毛,ようもう,名詞-普通名詞-一般
82574,連語,連語,れんご,名詞-普通名詞-一般
82574,彙,彙,,名詞-普通名詞-一般
82574,搖籃,搖籃,,名詞-普通名詞-一般
82574,罐室,#N/D,,名詞-普通名詞-一般
82574,ａｓｐｅｃｔｓ,aspects,,名詞-普通名詞-一般
82574,ｃｏｈｅｒｅｎｔ,coherent,,名詞-普通名詞-一般
82574,ｃｏｎｓｔａｎｔ,constant,,名詞-普通名詞-一般
82574,ｃｏｔｔｏｎ,cotton,,名詞-普通名詞-一般
82574,ｃｒｏｍｗｅｌｌ,cromwell,,名詞-普通名詞-一般
82574,ｃｕｒｖｅ,curve,,名詞-普通名詞-一般
82574,ｄｒａｆｔ,draft,,名詞-普通名詞-一般
82574,ｆｏｒｄ,ford,,名詞-普通名詞-一般
82574,ｆｕｌｌ,full,,名詞-普通名詞-一般
82574,ｇｒｏｓｓｍａｎ,grossman,,名詞-普通名詞-一般
82574,ｉｎｔｅｒｉｍ,interim,,名詞-普通名詞-一般
82574,ｌｅｓｌｉｅ,leslie,,名詞-普通名詞-一般
82574,ｍａｎａｇｅ,manage,,名詞-普通名詞-一般
82574,ｐｆｃ,ＰＦＣ,,名詞-普通名詞-一般
82574,ｐｈｉｌｌｉｐｓ,phillips,,名詞-普通名詞-一般
82574,ｒｅｓｐｉｒａｔｏｒｙ,respiratory,,名詞-普通名詞-一般
82574,ｓｅｖｅｒｅ,severe,,名詞-普通名詞-一般
82574,ｔｅｒｐｅｒｓｏｎａｌ,terpersonal,,名詞-普通名詞-一般
82574,ｗｈｉｔｎｅｙ,whitney,,名詞-普通名詞-一般
82574,アセント,アセント,,名詞-普通名詞-一般
82574,ウテ,ウテ,,名詞-普通名詞-一般
82574,ガアルナラバ,ガアルナラバ,,名詞-普通名詞-一般
82574,さささ,#N/D,,副詞
82574,シマジン,シマジン,,名詞-普通名詞-一般
82574,積み残す,積み残す,つみのこす,動詞-一般
82574,スケジユール,スケジユール,,名詞-普通名詞-一般
82574,ニサウ,ニサウ,,名詞-普通名詞-一般
82574,ノンリコース,ノンリコース,,名詞-普通名詞-一般
82574,ファインディング,ファインディング,,名詞-普通名詞-一般
82574,フェーディング,フェーディング,,名詞-普通名詞-一般
82574,フノデアリマシテ,フノデアリマシテ,,名詞-普通名詞-一般
82574,磯根,#N/D,,名詞-普通名詞-一般
82574,乾熱,乾熱,かんねつ,名詞-普通名詞-一般
82574,勘ピューター,カンピューター,かんぴゅーたー,名詞-普通名詞-一般
82574,丸葉,丸葉,まるば,名詞-普通名詞-一般
82574,蟻巻,アリマキ,ありまき,名詞-普通名詞-一般
82574,切り掛かる,切りかかる,きりかかる,動詞-一般
82574,苦汗,苦汗,くかん,名詞-普通名詞-一般
82574,造らす,作らす,つくらす,動詞-一般
82574,実額,実額,じつがく,名詞-普通名詞-一般
82574,深耕,深耕,しんこう,名詞-普通名詞-サ変可能
82574,正心,正心,せいしん,名詞-普通名詞-サ変可能
82574,逝,逝,,名詞-普通名詞-一般
82574,奏効,奏効,そうこう,名詞-普通名詞-サ変可能
82574,補講,補講,ほこう,名詞-普通名詞-サ変可能
82574,無床,無床,むしょう,名詞-普通名詞-一般
82574,ａｓｓｏｃｉａｔｉｏｎ,association,,名詞-普通名詞-一般
82574,ａｖａｉｌａｂｌｅ,available,,名詞-普通名詞-一般
82574,ｄｏｌｌａｒ,dollar,,名詞-普通名詞-一般
82574,ｄｒｉｖｅｎ,driven,,名詞-普通名詞-一般
82574,ｅｍｏｔｉｏｎ,emotion,,名詞-普通名詞-一般
82574,ｅｐｏｑｕｅ,epoque,,名詞-普通名詞-一般
82574,ｆｏｒｂｅｓ,forbes,,名詞-普通名詞-一般
82574,ｇｅｓｔｕｒｅ,gesture,,名詞-普通名詞-一般
82574,ｈａｗｋｉｎｓ,hawkins,,名詞-普通名詞-一般
82574,ｉｎｔｅｒｎａｌ,internal,,名詞-普通名詞-一般
82574,ｋｅｙｎｅｓｉａｎ,keynesian,,名詞-普通名詞-一般
82574,ｍｉｌｌｅｎｎｉｕｍ,millennium,,名詞-普通名詞-一般
82574,ｍｉｓｅｒａｂｌｅ,miserable,,名詞-普通名詞-一般
82574,ｎｏｕｖｅｌｌｅ,nouvelle,,名詞-普通名詞-一般
82574,ｎｓｔｉｔｕｔｉｏｎｓ,nstitutions,,名詞-普通名詞-一般
82574,ｐｏｖｅｒｔｙ,poverty,,名詞-普通名詞-一般
82574,ｐｒｅｆｅｒｒｅｄ,preferred,,名詞-普通名詞-一般
82574,ｐｒｏｃｅｅｄ,proceed,,名詞-普通名詞-一般
82574,ｒｅｓｅｒｖｅ,reserve,,名詞-普通名詞-一般
82574,ｓｏｕｒｃｅｓ,sources,,名詞-普通名詞-一般
82574,あっぷあっぷ,あっぷあっぷ,あっぷあっぷ,副詞
82574,エグモント,エグモント,,名詞-普通名詞-一般
82574,陳ねる,ひねる,ひねる,動詞-一般
82574,メンタリング,メンタリング,,名詞-普通名詞-一般
82574,悪病,悪病,あくびょう,名詞-普通名詞-一般
82574,位負け,位負け,くらいまけ,名詞-普通名詞-一般
82574,恰,恰,,名詞-普通名詞-一般
82574,綴じ合せる,とじあわせる,とじあわせる,動詞-一般
82574,教旨,教旨,きょうし,名詞-普通名詞-一般
82574,金種,金種,きんしゅ,名詞-普通名詞-一般
82574,高質,高質,こうしつ,名詞-普通名詞-一般
82574,参席,参席,さんせき,名詞-普通名詞-サ変可能
82574,州県,州県,しゅうけん,名詞-普通名詞-一般
82574,撤する,徹する,てっする,動詞-一般
82574,伝い降りる,#N/D,,動詞-一般
82574,全期,全期,ぜんき,名詞-普通名詞-一般
82574,逮,逮,,名詞-普通名詞-一般
82574,知得,知得,ちとく,名詞-普通名詞-サ変可能
82574,仲卸,#N/D,,名詞-普通名詞-一般
82574,麦作り,#N/D,,名詞-普通名詞-一般
82574,略論,略論,りゃくろん,名詞-普通名詞-サ変可能
82574,ａｂｉｌｉｔｙ,ability,,名詞-普通名詞-一般
82574,ａｔｔｅｍｐｔ,attempt,,名詞-普通名詞-一般
82574,ｃｏｌｏｎｉａｌ,colonial,,名詞-普通名詞-一般
82574,ｃｒｉｔｉｃ,critic,,名詞-普通名詞-一般
82574,ｇｒｕｂｅｒ,gruber,,名詞-普通名詞-一般
82574,ｈｕｍａｎｉｔｉｅｓ,humanities,,名詞-普通名詞-一般
